Codigo;Componente;Tema;Articulo;Texto_Articulo;Activo
ORD-598;Normas de arquitectura y construcción;Instalaciones hidrosanitarias.;Artículo 598;"Las instalaciones hidrosanitarias podrán ser agrupadas en baterías separadas para clientes y
trabajadores. El número de aparatos se calculará en función del número de habitaciones de acuerdo
al siguiente cuadro:
Inodoros
Duchas
1 cada 5 habitaciones
1 cada 5 habitaciones
Las instalaciones hidrosanitarias para los usuarios se calcularán de acuerdo al aforo:
Aforo
Urinarios
Inodoros
Lavamanos
Hasta 60 personas
2
2
3
De 61 a 120 personas
4
4
6
De 121 a 180 persona
6
6
9
De 180 en adelante
2
x
cada
60
2
x
cada
60
3
x
cada
60
personas
personas
personas
Las baterías sanitarias deberán contar con un registro de limpieza en el cual conste la fecha, la hora y
un campo de observaciones y estar equipados al menos con dispensadores de jabón y gel, dispensador
de papel higiénico, dispensador de toallas o secadora de manos.
Para el personal administrativo y de servicio se instalarán baterías sanitarias independientes para
hombres y mujeres. Todo local cuya área administrativa no supere los 100.00 m2 dispondrá de 1
batería que incluye un espacio equipado con un inodoro y un lavamanos para hombres y un espacio
con las mismas características para mujeres y personas con discapacidad. Por cada 100.00 m2 de
área administrativa en exceso o fracción mayor de 20.00 m2, se incrementará una batería de iguales
características al señalado inicialmente.
La altura mínima en las baterías sanitarias será de 2.40m.";Sí
ORD-599;Normas de arquitectura y construcción;Vestidores y canceles.;Artículo 599;"Se destinará un área específica para vestidores no menor a 1.20 m2 por cada 3 habitaciones. Se
calculará mínimo 1 cancel con llave por habitación. Los canceles deberán estar ubicados en un área
específica de acceso exclusivo para el personal. El área de cada cancel no será menor a 30 cm x 30
cm con una altura mínima de 90 cm. Si se encuentran ubicados en hilera se deberá considerar 90 cm
de espacio libre al frente. Si están enfrentados, el espacio entre canceles no será inferior a 1.20 m.";Sí
ORD-600;Normas de arquitectura y construcción;Área de lavado y almacenamiento.;Artículo 600;"Los locales deberán disponer de un área de lavado equipado con lavado y secadora, y un área de
almacenamiento de productos de limpieza y ropa blanca.
Podrán localizarse dentro o fuera de las edificaciones. El área mínima se calculará a razón de 1.20
m2 por habitación. Los muros serán impermeabilizados hasta una altura no menor a 2.10 m. y sus
pisos serán antideslizantes tanto en seco como en mojado.";Sí
ORD-601;Normas de arquitectura y construcción;Habitaciones.;Artículo 601;"El número de habitaciones no será superior al 10% del aforo permitido.
nh = aforo · 10 /100
Las dimensiones mínimas de las habitaciones permitirán la instalación de una cama de 1.35 x 1.90
m., con una circulación de 0.90 m. por lo menos en un lado. Cada habitación deberá contar un baño
completo.
Las habitaciones deberán localizarse en bloques funcionales separados de otras actividades.
Las puertas de las habitaciones se abatirán hacia el interior de la habitación o podrán ser corredizas.
Las habitaciones deberán contar con un ropero o perchero con divisiones de fácil limpieza. Los
espacios deben contar con acabados tanto en pisos como en paredes. Los pavimentos deben ser
homogéneos, libres de imperfecciones para facilitar las tareas de limpieza. Las superficies de áreas
húmedas deben ser antideslizantes.";Sí
ORD-602;Normas de arquitectura y construcción;Escenarios.;Artículo 602;El área destinada a escenarios no será considerada dentro del aforo.;Sí
ORD-603;Normas de arquitectura y construcción;Señalética y seguridad.;Artículo 603;"Se deberá colocar letreros de advertencia respecto a la afectación a la salud que ocasiona la exposición
prolongada a elevados niveles de ruido, consumo de tabaco y alcohol.
Todo establecimiento deberá contar con un circuito cerrado de cámaras de seguridad al interior y
exterior del establecimiento.
Se deberá disponer de guardianía al interior del establecimiento.
Para la prevención de incendios se aplicará lo estipulado en la Sección Sexta Protección contra
Incendios de esta Ordenanza y a las disposiciones que al respecto emitan los organismos competentes.";Sí
ORD-604;Normas de arquitectura y construcción;Estacionamientos.;Artículo 604;"Los locales deberán hacer uso de los estacionamientos públicos o privados previstos en el sector.
Adicionalmente se deberá contar con los estacionamientos establecidos en el Capítulo IV, Sección
Décimo Tercera de esta Ordenanza.";Sí
ORD-605;Normas de arquitectura y construcción;Pisos.;Artículo 605;"Los pisos deberán estar libres de obstáculos y tener un recubrimiento o acabado que permita su
limpieza y mantenimiento adecuado. Los materiales deberán ser ignífugos.
Se debe marcar los cambios de nivel en escaleras y plataformas con un cambio de material o con
señalética de piso. Los pisos en zonas húmedas deberán ser antideslizantes.";Sí
ORD-606;Normas de arquitectura y construcción;Mampostería.;Artículo 606;"La mampostería puede ser maciza o tamborada. Deberá tener un acabado que permita su limpieza y
mantenimiento adecuado. La dimensión mínima de paredes divisorias será de 10 cm. Las paredes
medianeras serán dobles.
La mampostería en baños y zonas húmedas deberá estar sellada y tener un recubrimiento o acabado
impermeabilizante.";Sí
ORD-607;Normas de arquitectura y construcción;Puertas de paso batientes o corredizas.;Artículo 607;"Las puertas de paso batientes o corredizas pueden ser tamboradas, de metal o madera. Deberán contar
con cerraduras tipo baño.";Sí
ORD-608;Normas de arquitectura y construcción;Puertas de acceso.;Artículo 608;"Las puertas de acceso deberán ser de seguridad. No se podrán utilizar puertas enrollables para los
accesos principales.";Sí
ORD-609;Normas de arquitectura y construcción;Puertas de seguridad y emergencia.;Artículo 609;Las puertas de seguridad y de emergencia deberán cumplir con las normas INEN;Sí
ORD-610;Normas de arquitectura y construcción;Ventanas y mamparas.;Artículo 610;"Las ventanas y mamparas deberán tener dimensiones adecuadas para permitir la ventilación e
iluminación natural cuando sea el caso. Las dimensiones de las mismas determinarán el tipo de vidrio
y el espesor del mismo en lugares que representen peligro deberá considerarse vidrio de seguridad.
Los marcos deberán ser herméticos al cierre. Las mamparas, puertas ventanas y puertas piso techo
deberán tener elementos que permitan su identificación para evitar accidentes.";Sí
ORD-611;Normas de arquitectura y construcción;Informe Aprobatorio de finalización de construcción (Informe aprobatorio de finalización de edificación).;Artículo 611;"Toda edificación para entrar en uso, deberá obtener previamente el Informe aprobatorio de
finalización de construcción, documento que será otorgado por la Dirección de Gestión de
Ordenamiento Territorial, previa inspección final de la obra y una vez que se compruebe que la
construcción garantiza seguridad, salubridad y ha sido ejecutada de acuerdo a los planos aprobados.";Sí
ORD-612;Normas de arquitectura y construcción;Tolerancias.;Artículo 612;"Para efectos de aprobación de proyectos de Habilitación de Suelo se admitirá una tolerancia de hasta
10% en más o en menos respecto a los valores máximos y mínimos establecidos en la presente
Ordenanza, de la siguiente manera:
En Subdivisiones esta tolerancia se aplicará exclusivamente en un lote producto del
●
fraccionamiento. Para urbanizaciones se aplicará la tolerancia exclusivamente en un lote
resultante del fraccionamiento por cada diez.
Para efectos de control de las normas aplicables a una Edificación en particular, se admitirá
●
una tolerancia de hasta 10% en más o en menos respecto a los valores máximos y mínimos
establecidos en la presente Ordenanza.
En ningún caso la tolerancia entrará en vigencia cuando afectara a terceros, áreas municipales o de
reserva municipal";Sí
ORD-613;Normas de arquitectura y construcción;Salientes y voladizos.;Artículo 613;"En edificaciones se admitirá elementos salientes bajo las siguientes condiciones:
Sin propiciar registro de vista a vecinos; se regularán los cuerpos salientes o voladizos en sus
fachadas, de acuerdo a los siguientes casos:
a) En edificaciones con retiro: Equivaldrán a un treinta por ciento (30%) del retiro medido a
partir de la línea de construcción.
b) En edificaciones a línea de lindero: Se admitirán voladizos o cuerpos salientes de hasta un
metro (1 m.), a partir de una altura de 3.20 m. sobre el nivel de la acera que enfrenten.
c) En las áreas declaradas como históricas se admite voladizos, únicamente si el estudio del
tramo determina su integración al conjunto urbano.
Cuando sobre dicha acera se encuentren cables de energía eléctrica, se sujetarán a las disposiciones
señaladas por la Empresa Eléctrica Riobamba S.A. relacionadas con distancias mínimas de seguridad,
en ningún caso se permitirán voladizos que sobrepasen el 30% del ancho de la acera.
En edificaciones a línea de lindero que enfrenten vías peatonales no se admitirá voladizos. Hacia el
subsuelo no se admitirá desarrollos fuera de la línea de lindero.";Sí
ORD-614;Normas de arquitectura y construcción;Aceras y bordillos.;Artículo 614;"Se ejecutarán de acuerdo a la línea de fábrica otorgada por el Municipio y es obligación del frentista
su construcción y mantenimiento, en caso de no hacerlo podrá la Municipalidad tomarlo a cargo y su
costo cobrarlo por medio de Contribución Especial de Mejoras. Las especificaciones técnicas serán
acorde a lo establecido por la Dirección de Gestión de Obras Públicas de la Institución.";Sí
ORD-615;Normas de arquitectura y construcción;Acabado de fachadas.;Artículo 615;"Todas las fachadas visibles (incluidas culatas) al momento de la conclusión de la obra de una
edificación deberán tener un terminado al menos con revocado y pintura o enlucido.";Sí
ORD-616;Publicidad exterior;Objeto.;Artículo 616;"Este Libro tiene por objeto regular la ocupación del espacio público para publicidad exterior, de
publicidad exterior en el espacio público o espacio exterior de dominio privado, independiente del
medio o sistema utilizado para la trasmisión del mensaje, con el fin primordial de que la colocación
de la publicidad exterior no atente contra la seguridad de las personas, de los bienes y del ambiente.";Sí
ORD-617;Publicidad exterior;Ámbito de aplicación.;Artículo 617;"Las reglas contenidas en el presente Título son de aplicación obligatoria en la ocupación del espacio
público para publicidad exterior realizada por personas naturales y/o jurídicas, nacionales y/o
extranjeras, en las áreas públicas o privadas dentro de la circunscripción territorial del Cantón
Riobamba.";Sí
ORD-618;Publicidad exterior;De la autorización.;Artículo 618;"La instalación o colocación de elementos publicitarios es un proceso técnico cuyo acto se encuentra
sujeto a obtener autorización urbanística para el uso del espacio público de publicidad exterior, ya
sea propiedad privada o pública.";Sí
ORD-619;Publicidad exterior;De las Autorizaciones Temporales.;Artículo 619;"Los elementos publicitarios de carácter temporal en espacio público serán autorizados por la
Dirección de Policía y Control Municipal, en base a la Ordenanza Nro. 006-2017 que Regula,
Controla y Administra la Ocupación y Utilización de la Vía y Espacio Público del cantón Riobamba
o sus reformas; estos elementos no podrán exceder los 30 días, caso contrario se deberá solicitar a la
Dirección de Ordenamiento Territorial la autorización correspondiente.
En el caso de elementos publicitarios de carácter temporal en espacio privado serán autorizados por
la Dirección de Gestión de Ordenamiento Territorial estos elementos no podrán exceder los 30 días";Sí
